,Species,Total,port,Year
1805,"Crab, king",314,San Diego,2010
1806,"Crab, red rock",778,San Diego,2010
1807,"Barracuda, California","2,224",San Diego,2009
1808,"Bass, giant sea","2,045",San Diego,2009
1809,"Bonito, Pacific",122,San Diego,2009
1810,Cabezon,820,San Diego,2009
1811,Dolphin (fish),177,San Diego,2009
1812,"Eel, California moray","5,011",San Diego,2009
1813,"Fish, unspecified",1,San Diego,2009
1814,"Guitarfish, shovelnose",45,San Diego,2009
1815,Hagfishes,"184,615",San Diego,2009
1816,Halfmoon,122,San Diego,2009
1817,"Halibut, California","19,994",San Diego,2009
1818,Jacksmelt,228,San Diego,2009
1819,"Kelpfish, giant",2,San Diego,2009
1820,Lingcod,190,San Diego,2009
1821,Louvar,"1,027",San Diego,2009
1822,"Mackerel, Pacific",5,San Diego,2009
1823,"Mackerel, jack",61,San Diego,2009
1824,Opah,"103,497",San Diego,2009
1825,"Ray, Pacific electric",110,San Diego,2009
1826,"Rockfish, blackgill","23,142",San Diego,2009
1827,"Rockfish, bocaccio",322,San Diego,2009
1828,"Rockfish, brown",167,San Diego,2009
1829,"Rockfish, calico",0,San Diego,2009
1830,"Rockfish, chilipepper",20,San Diego,2009
1831,"Rockfish, copper",127,San Diego,2009
1832,"Rockfish, cowcod",25,San Diego,2009
1833,"Rockfish, flag",21,San Diego,2009
1834,"Rockfish, gopher",72,San Diego,2009
1835,"Rockfish, grass",40,San Diego,2009
1836,"Rockfish, greenspotted",3,San Diego,2009
1837,"Rockfish, group red",23,San Diego,2009
1838,"Rockfish, group shelf","1,874",San Diego,2009
1839,"Rockfish, honeycomb",3,San Diego,2009
1840,"Rockfish, kelp",9,San Diego,2009
1841,"Rockfish, olive",2,San Diego,2009
1842,"Rockfish, redbanded",5,San Diego,2009
1843,"Rockfish, speckled",4,San Diego,2009
1844,"Rockfish, splitnose",22,San Diego,2009
1845,"Rockfish, squarespot",10,San Diego,2009
1846,"Rockfish, starry",19,San Diego,2009
1847,"Rockfish, treefish",143,San Diego,2009
1848,"Rockfish, unspecified",895,San Diego,2009
1849,"Rockfish, vermilion",182,San Diego,2009
1850,Sablefish,"40,616",San Diego,2009
1851,Sanddab,5,San Diego,2009
1852,Sargo,2,San Diego,2009
1853,"Scorpionfish, California",296,San Diego,2009
1854,"Seabass, white","18,768",San Diego,2009
1855,"Shark, bigeye thresher","7,226",San Diego,2009
1856,"Shark, leopard",24,San Diego,2009
1857,"Shark, shortfin mako","16,413",San Diego,2009
1858,"Shark, soupfin","3,788",San Diego,2009
1859,"Shark, swell",17,San Diego,2009
1860,"Shark, thresher","48,465",San Diego,2009
1861,"Shark, white",880,San Diego,2009
1862,"Sheephead, California","34,279",San Diego,2009
1863,"Sole, petrale",3,San Diego,2009
1864,"Surfperch, rubberlip",33,San Diego,2009
1865,Swordfish,"293,950",San Diego,2009
1866,"Thornyhead, longspine","12,687",San Diego,2009
1867,"Thornyhead, shortspine","130,411",San Diego,2009
1868,Thornyheads,54,San Diego,2009
1869,Triggerfish,4,San Diego,2009
1870,"Tuna, albacore","12,377",San Diego,2009
1871,"Tuna, bluefin","1,056",San Diego,2009
1872,"Tuna, yellowfin","4,238",San Diego,2009
1873,"Whitefish, ocean",496,San Diego,2009
1874,"Wrasse, rock",1,San Diego,2009
1875,Yellowtail,"4,478",San Diego,2009
1876,"Crab, Dungeness",15,San Diego,2009
1877,"Crab, brown rock","1,174",San Diego,2009
1878,"Crab, king",84,San Diego,2009
1879,"Barracuda, California","2,125",San Diego,2008
1880,"Bass, giant sea","1,722",San Diego,2008
1881,"Bonito, Pacific",529,San Diego,2008
1882,Cabezon,695,San Diego,2008
1883,"Croaker, white",220,San Diego,2008
1884,Dolphin (fish),828,San Diego,2008
1885,"Eel, California moray","11,731",San Diego,2008
1886,Hagfishes,"265,224",San Diego,2008
1887,Halfmoon,5,San Diego,2008
1888,"Halibut, California","22,467",San Diego,2008
1889,Jacksmelt,5,San Diego,2008
1890,Lingcod,164,San Diego,2008
1891,Louvar,374,San Diego,2008
1892,"Mackerel, Pacific",405,San Diego,2008
1893,Opah,"88,155",San Diego,2008
1894,Opaleye,6,San Diego,2008
1895,"Rockfish, aurora",13,San Diego,2008
1896,"Rockfish, bank",1,San Diego,2008
1897,"Rockfish, black-and-yellow",1,San Diego,2008
1898,"Rockfish, blackgill","32,789",San Diego,2008
1899,"Rockfish, bocaccio",571,San Diego,2008
1900,"Rockfish, brown",154,San Diego,2008
1901,"Rockfish, copper",67,San Diego,2008
1902,"Rockfish, darkblotched",396,San Diego,2008
1903,"Rockfish, flag",19,San Diego,2008
1904,"Rockfish, gopher",56,San Diego,2008
1905,"Rockfish, grass",24,San Diego,2008
1906,"Rockfish, greenspotted",16,San Diego,2008
1907,"Rockfish, group deep nearshore",66,San Diego,2008
1908,"Rockfish, group red",227,San Diego,2008
1909,"Rockfish, group shelf","1,523",San Diego,2008
1910,"Rockfish, group slope",86,San Diego,2008
1911,"Rockfish, honeycomb",8,San Diego,2008
1912,"Rockfish, kelp",8,San Diego,2008
1913,"Rockfish, olive",4,San Diego,2008
1914,"Rockfish, starry",39,San Diego,2008
1915,"Rockfish, treefish",45,San Diego,2008
1916,"Rockfish, unspecified",587,San Diego,2008
1917,"Rockfish, vermilion","2,019",San Diego,2008
1918,"Rockfish, widow",2,San Diego,2008
1919,"Rockfish, yellowtail",30,San Diego,2008
1920,Sablefish,"39,749",San Diego,2008
1921,Sanddab,1,San Diego,2008
1922,Sargo,10,San Diego,2008
1923,"Scorpionfish, California",208,San Diego,2008
1924,"Seabass, white","26,111",San Diego,2008
1925,"Shark, Pacific angel",17,San Diego,2008
1926,"Shark, bigeye thresher","7,508",San Diego,2008
1927,"Shark, gray smoothhound",19,San Diego,2008
1928,"Shark, leopard",122,San Diego,2008
1929,"Shark, pelagic thresher",193,San Diego,2008
1930,"Shark, shortfin mako","21,840",San Diego,2008
1931,"Shark, soupfin","3,376",San Diego,2008
1932,"Shark, thresher","62,831",San Diego,2008
1933,"Shark, white",642,San Diego,2008
1934,"Sheephead, California","43,901",San Diego,2008
1935,"Sole, unspecified",5,San Diego,2008
1936,Swordfish,"410,098",San Diego,2008
1937,"Thornyhead, longspine","11,272",San Diego,2008
1938,"Thornyhead, shortspine","171,100",San Diego,2008
1939,Thornyheads,159,San Diego,2008
1940,"Tuna, albacore","3,511",San Diego,2008
1941,"Tuna, bluefin",505,San Diego,2008
1942,"Tuna, yellowfin","4,262",San Diego,2008
1943,"Whitefish, ocean",440,San Diego,2008
1944,"Whiting, Pacific",10,San Diego,2008
1945,Yellowtail,"8,330",San Diego,2008
1946,"Crab, box",466,San Diego,2008
1947,"Crab, brown rock",15,San Diego,2008
1948,"Crab, claws",56,San Diego,2008
1949,"Crab, king",101,San Diego,2008
1950,"Crab, red rock",986,San Diego,2008
1951,"Anchovy, northern",93,San Diego,2007
1952,"Barracuda, California","8,330",San Diego,2007
1953,"Bass, giant sea","1,585",San Diego,2007
1954,"Bonito, Pacific","1,531",San Diego,2007
1955,Cabezon,955,San Diego,2007
1956,Dolphin (fish),128,San Diego,2007
1957,"Eel, California moray",41,San Diego,2007
1958,Escolar,61,San Diego,2007
1959,"Flounder, starry",3,San Diego,2007
1960,"Guitarfish, shovelnose",38,San Diego,2007
1961,Hagfishes,"4,510",San Diego,2007
1962,"Halibut, California","18,390",San Diego,2007
1963,Jacksmelt,68,San Diego,2007
1964,Lingcod,"1,212",San Diego,2007
1965,Louvar,516,San Diego,2007
1966,"Mackerel, Pacific",763,San Diego,2007
1967,"Mackerel, jack",8,San Diego,2007
1968,Oilfish,44,San Diego,2007
1969,Opah,"79,300",San Diego,2007
1970,Opaleye,3,San Diego,2007
1971,"Ray, bat",567,San Diego,2007
1972,"Rockfish, aurora",163,San Diego,2007
1973,"Rockfish, bank",949,San Diego,2007
1974,"Rockfish, blackgill","7,659",San Diego,2007
1975,"Rockfish, bocaccio","1,450",San Diego,2007
1976,"Rockfish, bronzespotted",10,San Diego,2007
1977,"Rockfish, brown",8,San Diego,2007
1978,"Rockfish, chilipepper",53,San Diego,2007
1979,"Rockfish, copper",12,San Diego,2007
1980,"Rockfish, darkblotched",109,San Diego,2007
1981,"Rockfish, flag",15,San Diego,2007
1982,"Rockfish, gopher",38,San Diego,2007
1983,"Rockfish, grass",9,San Diego,2007
1984,"Rockfish, greenspotted",28,San Diego,2007
1985,"Rockfish, group deep nearshore",274,San Diego,2007
1986,"Rockfish, group nearshore",4,San Diego,2007
1987,"Rockfish, group red","1,211",San Diego,2007
1988,"Rockfish, group shelf","4,103",San Diego,2007
1989,"Rockfish, group slope",126,San Diego,2007
1990,"Rockfish, kelp",2,San Diego,2007
1991,"Rockfish, olive",4,San Diego,2007
1992,"Rockfish, starry",9,San Diego,2007
1993,"Rockfish, treefish",438,San Diego,2007
1994,"Rockfish, unspecified","1,071",San Diego,2007
1995,"Rockfish, vermilion","1,587",San Diego,2007
1996,"Rockfish, widow",1,San Diego,2007
1997,Sablefish,"47,456",San Diego,2007
1998,Sanddab,263,San Diego,2007
1999,"Sardine, Pacific",94,San Diego,2007
2000,"Scorpionfish, California",149,San Diego,2007
2001,"Seabass, white","17,027",San Diego,2007
2002,"Shark, Pacific angel",83,San Diego,2007
2003,"Shark, bigeye thresher","5,371",San Diego,2007
2004,"Shark, blue","20,340",San Diego,2007
2005,"Shark, leopard","2,048",San Diego,2007
2006,"Shark, pelagic thresher",62,San Diego,2007
2007,"Shark, shortfin mako","34,824",San Diego,2007
2008,"Shark, soupfin","2,871",San Diego,2007
2009,"Shark, spiny dogfish",8,San Diego,2007
2010,"Shark, thresher","99,928",San Diego,2007
2011,"Shark, unspecified","1,828",San Diego,2007
2012,"Sheephead, California","39,784",San Diego,2007
2013,"Skate, unspecified",62,San Diego,2007
2014,"Sole, unspecified",5,San Diego,2007
2015,"Surfperch, unspecified",1,San Diego,2007
2016,Swordfish,"398,347",San Diego,2007
2017,"Thornyhead, longspine","4,326",San Diego,2007
2018,"Thornyhead, shortspine","83,690",San Diego,2007
2019,Thornyheads,12,San Diego,2007
2020,"Tuna, albacore","8,467",San Diego,2007
2021,"Tuna, bluefin",773,San Diego,2007
2022,"Tuna, yellowfin",581,San Diego,2007
2023,"Anchovy, northern","57,565",San Diego,2006
2024,"Barracuda, California","2,658",San Diego,2006
2025,"Bass, giant sea",860,San Diego,2006
2026,"Bonito, Pacific","7,151",San Diego,2006
2027,Cabezon,866,San Diego,2006
2028,Dolphin (fish),"3,043",San Diego,2006
2029,"Eel, California moray",605,San Diego,2006
2030,Escolar,40,San Diego,2006
2031,"Grouper, broomtail",68,San Diego,2006
2032,"Guitarfish, shovelnose",38,San Diego,2006
2033,Halfmoon,1,San Diego,2006
2034,"Halibut, California","19,507",San Diego,2006
2035,Jacksmelt,137,San Diego,2006
2036,Lingcod,838,San Diego,2006
2037,Louvar,"1,640",San Diego,2006
2038,"Mackerel, Pacific","1,209",San Diego,2006
2039,Opah,"75,090",San Diego,2006
2040,Opaleye,35,San Diego,2006
2041,"Rockfish, aurora",151,San Diego,2006
2042,"Rockfish, bank","4,661",San Diego,2006
2043,"Rockfish, blackgill","16,616",San Diego,2006
2044,"Rockfish, bocaccio",928,San Diego,2006
2045,"Rockfish, bronzespotted",116,San Diego,2006
2046,"Rockfish, brown",126,San Diego,2006
2047,"Rockfish, chilipepper",44,San Diego,2006
2048,"Rockfish, copper",9,San Diego,2006
2049,"Rockfish, gopher",263,San Diego,2006
2050,"Rockfish, grass",28,San Diego,2006
2051,"Rockfish, greenspotted",12,San Diego,2006
2052,"Rockfish, group bolina",1,San Diego,2006
2053,"Rockfish, group deep nearshore",291,San Diego,2006
2054,"Rockfish, group nearshore",10,San Diego,2006
2055,"Rockfish, group red",536,San Diego,2006
2056,"Rockfish, group shelf","5,314",San Diego,2006
2057,"Rockfish, group slope","1,635",San Diego,2006
2058,"Rockfish, kelp",7,San Diego,2006
2059,"Rockfish, olive",16,San Diego,2006
2060,"Rockfish, splitnose",1,San Diego,2006
2061,"Rockfish, starry",2,San Diego,2006
2062,"Rockfish, treefish",171,San Diego,2006
2063,"Rockfish, unspecified",375,San Diego,2006
2064,"Rockfish, vermilion",249,San Diego,2006
2065,Sablefish,"59,812",San Diego,2006
2066,Sanddab,49,San Diego,2006
2067,"Sardine, Pacific","39,032",San Diego,2006
2068,"Scorpionfish, California",409,San Diego,2006
2069,"Seabass, white","32,870",San Diego,2006
2070,"Shark, Pacific angel",12,San Diego,2006
2071,"Shark, bigeye thresher","2,792",San Diego,2006
2072,"Shark, leopard","1,269",San Diego,2006
2073,"Shark, shortfin mako","36,420",San Diego,2006
2074,"Shark, soupfin","16,732",San Diego,2006
2075,"Shark, thresher","107,067",San Diego,2006
2076,"Sheephead, California","36,626",San Diego,2006
2077,"Sole, petrale",20,San Diego,2006
2078,"Sole, unspecified",44,San Diego,2006
2079,Swordfish,"455,161",San Diego,2006
2080,"Thornyhead, longspine","4,714",San Diego,2006
2081,"Thornyhead, shortspine","130,803",San Diego,2006
2082,Thornyheads,"1,016",San Diego,2006
2083,"Tuna, albacore","12,330",San Diego,2006
2084,"Tuna, bluefin",556,San Diego,2006
2085,"Tuna, skipjack","2,660",San Diego,2006
2086,"Tuna, yellowfin","3,679",San Diego,2006
2087,"Whitefish, ocean",423,San Diego,2006
2088,"Whiting, Pacific",4,San Diego,2006
2089,Yellowtail,"13,769",San Diego,2006
2090,"Crab, box",277,San Diego,2006
2091,"Crab, king",27,San Diego,2006
2092,"Crab, rock unspecified","89,693",San Diego,2006
2093,"Crab, spider","16,747",San Diego,2006
2094,"Lobster, California spiny","334,442",San Diego,2006
2095,"Anchovy, northern","40,050",San Diego,2005
2096,"Barracuda, California","2,425",San Diego,2005
2097,"Bass, giant sea","1,983",San Diego,2005
2098,"Bonito, Pacific",831,San Diego,2005
2099,Cabezon,331,San Diego,2005
2100,Dolphin (fish),273,San Diego,2005
2101,"Eel, California moray",7,San Diego,2005
2102,"Eel, monkeyface (prickleback)",5,San Diego,2005
2103,Hagfishes,"1,142",San Diego,2005
2104,"Halibut, California","30,748",San Diego,2005
2105,Lingcod,681,San Diego,2005
2106,"Mackerel, Pacific","2,106",San Diego,2005
2107,Opah,"20,165",San Diego,2005
2108,"Rockfish, Pacific ocean perch",17,San Diego,2005
2109,"Rockfish, aurora",366,San Diego,2005
2110,"Rockfish, bank",303,San Diego,2005
2111,"Rockfish, blackgill","11,517",San Diego,2005
2112,"Rockfish, bocaccio","1,530",San Diego,2005
2113,"Rockfish, brown",25,San Diego,2005
2114,"Rockfish, chilipepper",58,San Diego,2005
2115,"Rockfish, copper",43,San Diego,2005
2116,"Rockfish, cowcod",2,San Diego,2005
2117,"Rockfish, flag",68,San Diego,2005
2118,"Rockfish, gopher",86,San Diego,2005
2119,"Rockfish, grass",82,San Diego,2005
2120,"Rockfish, greenblotched",95,San Diego,2005
2121,"Rockfish, greenspotted",16,San Diego,2005
2122,"Rockfish, group bolina",7,San Diego,2005
2123,"Rockfish, group deep nearshore",190,San Diego,2005
2124,"Rockfish, group red",955,San Diego,2005
2125,"Rockfish, group shelf","4,565",San Diego,2005
2126,"Rockfish, group slope","2,256",San Diego,2005
2127,"Rockfish, kelp",19,San Diego,2005
2128,"Rockfish, redbanded",15,San Diego,2005
2129,"Rockfish, speckled",16,San Diego,2005
2130,"Rockfish, splitnose",2,San Diego,2005
2131,"Rockfish, squarespot",29,San Diego,2005
2132,"Rockfish, starry",9,San Diego,2005
2133,"Rockfish, treefish",141,San Diego,2005
2134,"Rockfish, unspecified",321,San Diego,2005
2135,"Rockfish, vermilion",918,San Diego,2005
2136,Sablefish,"69,725",San Diego,2005
2137,"Sardine, Pacific","47,420",San Diego,2005
2138,"Scorpionfish, California",579,San Diego,2005
2139,"Seabass, white","52,565",San Diego,2005
2140,"Shark, Pacific angel",13,San Diego,2005
2141,"Shark, bigeye thresher","6,971",San Diego,2005
2142,"Shark, leopard","1,342",San Diego,2005
2143,"Shark, shortfin mako","27,792",San Diego,2005
2144,"Shark, soupfin","12,783",San Diego,2005
2145,"Shark, thresher","141,630",San Diego,2005
2146,"Sheephead, California","47,279",San Diego,2005
2147,"Surfperch, black",214,San Diego,2005
2148,"Surfperch, rubberlip",15,San Diego,2005
2149,Swordfish,"253,432",San Diego,2005
2150,"Thornyhead, longspine",299,San Diego,2005
2151,"Thornyhead, shortspine","71,452",San Diego,2005
2152,Thornyheads,209,San Diego,2005
2153,"Tuna, albacore","13,292",San Diego,2005
2154,"Tuna, bluefin","3,359",San Diego,2005
2155,"Tuna, skipjack",523,San Diego,2005
2156,"Tuna, yellowfin","3,970",San Diego,2005
2157,"Whitefish, ocean",973,San Diego,2005
2158,Yellowtail,"13,259",San Diego,2005
2159,"Crab, Dungeness",10,San Diego,2005
2160,"Crab, box",50,San Diego,2005
2161,"Crab, rock unspecified","104,319",San Diego,2005
2162,"Crab, spider","6,761",San Diego,2005
2163,"Lobster, California spiny","246,355",San Diego,2005
2164,"Prawn, spot","71,108",San Diego,2005
2165,"Shrimp, ghost",19,San Diego,2005
2166,"Barracuda, California","4,009",San Diego,2004
2167,"Bass, giant sea","1,242",San Diego,2004
2168,"Bonito, Pacific","1,842",San Diego,2004
2169,Cabezon,642,San Diego,2004
2170,Dolphin (fish),646,San Diego,2004
2171,"Eel, California moray",341,San Diego,2004
2172,"Fish, unspecified",47,San Diego,2004
2173,Hagfishes,474,San Diego,2004
2174,"Halibut, California","24,043",San Diego,2004
2175,Lingcod,"1,520",San Diego,2004
2176,Louvar,576,San Diego,2004
2177,"Mackerel, Pacific",450,San Diego,2004
2178,Opah,"33,146",San Diego,2004
2179,"Pomfret, Pacific",387,San Diego,2004
2180,"Rockfish, Mexican",108,San Diego,2004
2181,"Rockfish, aurora",75,San Diego,2004
2182,"Rockfish, bank",7,San Diego,2004
2183,"Rockfish, black-and-yellow",2,San Diego,2004
2184,"Rockfish, blackgill","39,174",San Diego,2004
2185,"Rockfish, bocaccio",796,San Diego,2004
2186,"Rockfish, brown",120,San Diego,2004
2187,"Rockfish, chilipepper",8,San Diego,2004
2188,"Rockfish, copper (whitebelly)",2,San Diego,2004
2189,"Rockfish, copper",74,San Diego,2004
2190,"Rockfish, flag",88,San Diego,2004
2191,"Rockfish, gopher",41,San Diego,2004
2192,"Rockfish, grass",45,San Diego,2004
2193,"Rockfish, greenblotched",75,San Diego,2004
2194,"Rockfish, greenspotted",100,San Diego,2004
2195,"Rockfish, group nearshore",294,San Diego,2004
2196,"Rockfish, group red","2,119",San Diego,2004
2197,"Rockfish, group shelf","3,942",San Diego,2004
2198,"Rockfish, group slope","2,347",San Diego,2004
2199,"Rockfish, group small",6,San Diego,2004
2200,"Rockfish, honeycomb",10,San Diego,2004
2201,"Rockfish, kelp",7,San Diego,2004
2202,"Rockfish, olive",1,San Diego,2004
2203,"Rockfish, redbanded",7,San Diego,2004
2204,"Rockfish, rosy",1,San Diego,2004
2205,"Rockfish, speckled",23,San Diego,2004
2206,"Rockfish, splitnose",100,San Diego,2004
2207,"Rockfish, squarespot",9,San Diego,2004
2208,"Rockfish, starry",74,San Diego,2004
2209,"Rockfish, treefish",399,San Diego,2004
2210,"Rockfish, unspecified",466,San Diego,2004
2211,"Rockfish, vermilion","1,877",San Diego,2004
2212,"Rockfish, widow",2,San Diego,2004
2213,Sablefish,"48,137",San Diego,2004
2214,"Sardine, Pacific","97,990",San Diego,2004
2215,Sargo,2,San Diego,2004
2216,"Scorpionfish, California",906,San Diego,2004
2217,"Seabass, white","18,601",San Diego,2004
2218,"Shark, bigeye thresher","5,204",San Diego,2004
2219,"Shark, blacktip",87,San Diego,2004
2220,"Shark, leopard",928,San Diego,2004
2221,"Shark, pelagic thresher","1,228",San Diego,2004
2222,"Shark, shortfin mako","42,087",San Diego,2004
2223,"Shark, soupfin","15,472",San Diego,2004
2224,"Shark, spiny dogfish",54,San Diego,2004
2225,"Shark, thresher","58,737",San Diego,2004
2226,"Sheephead, California","26,539",San Diego,2004
2227,Swordfish,"236,723",San Diego,2004
2228,"Thornyhead, longspine",60,San Diego,2004
2229,"Thornyhead, shortspine","13,491",San Diego,2004
2230,Thornyheads,842,San Diego,2004
2231,"Tomcod, Pacific",221,San Diego,2004
2232,"Tuna, albacore","99,227",San Diego,2004
2233,"Tuna, bluefin","5,180",San Diego,2004
2234,"Tuna, skipjack",93,San Diego,2004
2235,"Tuna, yellowfin","7,070",San Diego,2004
2236,"Whitefish, ocean","1,278",San Diego,2004
2237,Yellowtail,"18,444",San Diego,2004
2238,"Anchovy, northern","29,972",San Diego,2003
2239,"Barracuda, California","3,447",San Diego,2003
2240,"Bass, giant sea",538,San Diego,2003
2241,"Bonito, Pacific","1,403",San Diego,2003
2242,Cabezon,375,San Diego,2003
2243,"Cod, Pacific",4,San Diego,2003
2244,"Croaker, white",574,San Diego,2003
2245,Dolphin (fish),678,San Diego,2003
2246,"Eel, California moray",301,San Diego,2003
2247,Grenadier,80,San Diego,2003
2248,"Guitarfish, shovelnose",150,San Diego,2003
